"accepted_taxa","original_taxa_Groot","Root.lateral.spread_cm.yr-1_Groot","Root.diameter_mm_Groot","Root.C.concentration_Groot","Root.C.N.ratio_Groot","Root.dry.matter_Groot","Root.length.density_cm.cm-3_Groot","Root.mass.fraction_Groot","Root.mycorrhizal.colonization_Groot","Root.N.concentration_Groot","Root.tissue.density_g.cm-3_Groot","Root.depth_m_Groot","Specific.root.length_m.g-1_Groot"
"Dicoma tomentosa",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Digitalis purpurea","Digitalis purpurea",NA,NA,NA,NA,0.0706,NA,0.2397750926,8,NA,NA,NA,319.37230809
"Digitaria","Digitaria bicornis_Digitaria ciliaris_Digitaria eriantha_Digitaria longiflora_Digitaria sanguinalis",NA,0.2,513.25,NA,NA,NA,0.24,34.8,4.77666666666667,0.67,NA,NA
"Digitaria acuminatissima",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Digitaria argillacea",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Digitaria bicornis","Digitaria bicornis",NA,0.2,580,NA,NA,NA,NA,38.87,3.7,0.72,NA,NA
"Digitaria ciliaris","Digitaria ciliaris",NA,NA,NA,NA,NA,NA,0.24,15.53,NA,NA,NA,NA
"Digitaria delicatula",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Digitaria diagonalis",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Digitaria eriantha","Digitaria eriantha",NA,NA,NA,NA,NA,NA,NA,NA,3.63,NA,NA,NA
"Digitaria fuscescens",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Digitaria gayana",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Digitaria horizontalis",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Digitaria humbertii",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Digitaria insularis",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Digitaria longiflora","Digitaria longiflora",NA,0.2,446.5,NA,NA,NA,NA,NA,7,0.62,NA,NA
"Digitaria radicosa",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Digitaria sanguinalis","Digitaria sanguinalis",NA,NA,NA,NA,NA,NA,NA,50,NA,NA,NA,NA
"Dimetia capitellata",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Dinebra perrieri",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Dinebra retroflexa",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Diodia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Diodia rubricosa",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Dioscorea","Dioscorea bulbifera",NA,NA,NA,NA,NA,NA,NA,56.37,NA,NA,NA,NA
"Dioscorea alata",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Dioscorea antaly",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Dioscorea bulbifera","Dioscorea bulbifera",NA,NA,NA,NA,NA,NA,NA,56.37,NA,NA,NA,NA
"Dioscorea cayenensis",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Dioscorea dumetorum",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Dioscorea minutiflora",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Dioscorea praehensilis",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Dioscorea preussii",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Dioscorea quartiniana",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Dioscorea sagittifolia lecardii",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Dioscorea smilacifolia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Dioscorea togoensis",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Dioscoreophyllum volkensii",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Diospyros mespiliformis",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Diospyros monbuttensis",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Diplachne fusca",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Diplotaxis tenuifolia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Discoglypremna caloneura",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Dissotis",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Dissotis grandiflora",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Distemonanthus benthamianus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Distimake aegyptius",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Distimake cissoides",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Distimake dissectus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Distimake kentrocaulos",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Distimake quinquefolius",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Dolichandra unguis-cati",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Dracaena mannii",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Drimia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Drymaria cordata",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Dysphania ambrosioides",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Echinochloa callopus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Echinochloa colonum",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Echinochloa crus-galli","Echinochloa crus-galli",NA,NA,NA,NA,0.09,NA,0.2975,6.66666666666667,NA,0.14,NA,NA
"Echinochloa crus-pavonis",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Echinochloa obtusiflora",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Echinochloa polystachya",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Echinochloa pyramidalis",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Echinochloa stagnina",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Echinops mildbraedii",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Eclipta prostrata","Eclipta prostrata",NA,0.487,401.6,38.80193237,0.1408,NA,NA,NA,10.35,NA,NA,30.6
"Ehretia cymosa",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Ehretia trachyphylla",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Elaeis guineensis",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Eleocharis",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Eleocharis complanata",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Eleocharis filiculmis",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Elephantopus mollis",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Elephantopus scaber",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Eleusine indica","Eleusine indica",NA,0.1162,NA,NA,NA,NA,0.2363855965,NA,NA,0.29663462,NA,317.399968
"Eleutheranthera ruderalis",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Elymandra androphila",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Elytraria marginata",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Elytraria maritima",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Emilia coccinea",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Emilia fosbergii",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Emilia praetermissa",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Emilia sonchifolia","Emilia sonchifolia",NA,NA,NA,NA,NA,NA,NA,69,NA,NA,NA,NA
"Enneapogon cenchroides",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Entada africana",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Enteropogon prieurii",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Equisetum","Equisetum ramosissimum",23.4,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA
"Equisetum ramosissimum","Equisetum ramosissimum",23.4,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA
"Eragrostis aspera",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Eragrostis atrovirens",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Eragrostis cilianensis",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Eragrostis ciliaris",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Eragrostis gangetica",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Eragrostis macilenta",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Eragrostis minor","Eragrostis minor",NA,NA,NA,NA,NA,NA,NA,0,5.94,NA,NA,27.92
"Eragrostis pilosa","Eragrostis pilosa",NA,NA,NA,NA,NA,NA,0.72,NA,NA,NA,NA,NA
"Eragrostis squamata",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Eragrostis tenella",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Eragrostis tenuifolia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Eragrostis tremula",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Eragrostis turgida",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Eragrostis unioloides",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Eragrostis viscosa",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Eragrotis",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Erechtites hieraciifolius",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Erechtites valerianifolius",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Erica galioides",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Erigeron bonariensis",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Erigeron floribundus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Erigeron karvinskianus","Erigeron karvinskianus",NA,NA,NA,NA,NA,NA,NA,NA,8.23,NA,NA,NA
"Erigeron sumatrensis",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Eriochloa barbatus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Eriosema",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Eriosema glomeratum",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Eriosema psoraleoides",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Eryngium foetidum",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Erythrina senegalensis",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Erythrina vogelii",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Ethulia conyzoides",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Euadenia trifoliolata",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Eugenia leonensis",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Euphorbia convolvuloides",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Euphorbia forskaolii",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Euphorbia heterophylla",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Euphorbia heterophylla cyathophora",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Euphorbia hirta","Euphorbia hirta",NA,NA,NA,NA,NA,NA,NA,61.68,NA,NA,NA,NA
"Euphorbia hypericifolia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Euphorbia hyssopifolia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Euphorbia peplus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Euphorbia prostrata",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Euphorbia scordiifolia","Euphorbia thymifolia",NA,NA,NA,NA,NA,NA,NA,16.69,NA,NA,NA,NA
"Euploca ovalifolia","Heliotropium ovalifolium",NA,NA,NA,NA,NA,NA,NA,41.81,NA,NA,NA,NA
"Euploca strigosa",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Evolvulus alsinoides","Evolvulus alsinoides",NA,NA,NA,NA,NA,NA,NA,66.14,NA,NA,NA,NA
"Evolvulus nummularius",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Faidherbia albida","Faidherbia albida",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.31,NA
"Falcataria falcata",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Ficus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Ficus exasperata",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Ficus mucuso",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Ficus simplicissima",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Ficus sur",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Ficus trichopoda",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Ficus variifolia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Ficus vogeliana",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Fimbristylis","Fimbristylis dichotoma",NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA
"Fimbristylis dichotoma","Fimbristylis dichotoma",NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA
"Fimbristylis dichotoma podocarpa","Fimbristylis dichotoma",NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA
"Fimbristylis ferruginea",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Fimbristylis littoralis",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Fimbristylis scabrida",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Fimbristylis signata",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Flagellaria guineensis",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Fleischmannia microstemon",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Flueggea virosa","Flueggea virosa",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.2,NA
"Freesia laxa",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Fuchsia boliviana",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Fuirena ciliaris",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Fuirena stricta",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Fuirena umbellata",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Fumaria muralis",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Funtumia africana",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Funtumia elastica",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Gagnebina pterocarpa",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Galinsoga parviflora","Galinsoga parviflora",NA,NA,340.3,NA,0.148032213,NA,0.210049320555556,NA,3.221428571,NA,NA,383.6
"Galium aparine","Galium aparine",NA,0.1531833335,517.65674975,20.14061584,0.0941333333333333,NA,0.3182641803,NA,17.66740825,0.246153846,NA,342.42655285
"Gambeya subnuda",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Gamochaeta purpurea",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Garcinia kola",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Gardenia erubescens",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Geophila repens",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Geranium robertianum","Geranium robertianum",NA,0.137433333,NA,NA,NA,NA,0.691428571,60,NA,0.295121951,NA,215.6893445
"Gisekia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Gisekia pharnaceoides",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Gladiolus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Gladiolus dalenii",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Glinus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Glinus lotoides",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Glinus oppositifolius",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Glinus radiatus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Gliricidia sepium","Gliricidia sepium",NA,0.838333333333333,442.45,26,NA,NA,0.495,NA,17.8,NA,NA,28.4666666666667
"Gloriosa superba","Gloriosa superba",NA,NA,NA,NA,NA,NA,NA,32.38,NA,NA,NA,NA
"Glyphaea brevis",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Gmelina arborea",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Gomphrena celosioides",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Gomphrena vermicularis",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Gongronemopsis angolensis",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Gonolobus rostratus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Gossypium barbadense","Gossypium barbadense",NA,NA,NA,NA,NA,NA,0.19,NA,NA,NA,NA,NA
"Gouania longipetala",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Grewia carpinifolia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Grewia mollis",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Griffonia simplicifolia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Grona adscendens",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Grona barbata",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Grona hirta",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Grona ramosissima",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Grona triflora",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Guilandina bonduc",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Gymnosporia senegalensis","Gymnosporia senegalensis",NA,NA,NA,NA,NA,NA,0.327,NA,NA,NA,NA,NA
"Gynandropsis gynandra",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Hackelochloa granularis",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Harrisonia abyssinica",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Harungana madagascariensis",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Hediotis",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Hedychium coronarium",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Hedychium gardnerianum",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Heisteria parvifolia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Helichrysum luteoalbum",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Heliconia psittacorum",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Heliotropium",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Heliotropium amplexicaule",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Heliotropium bacciferum",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Heliotropium indicum",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Heliotropium zeylanicum",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Hermannia tigreensis",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Heteranthera callifolia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Heteropogon","Heteropogon contortus",NA,0.25,426,NA,NA,NA,0.29,71.84,4.15,0.62,NA,NA
"Heteropogon contortus","Heteropogon contortus",NA,0.25,426,NA,NA,NA,0.29,71.84,4.15,0.62,NA,NA
"Heterotis rotundifolia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Hewittia malabarica",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Hexasepalum sarmentosum",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Hexasepalum scandens",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Hibiscus","Hibiscus cannabinus",NA,NA,NA,NA,NA,NA,NA,38,NA,NA,NA,NA
"Hibiscus caerulescens",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Hibiscus cannabinus","Hibiscus cannabinus",NA,NA,NA,NA,NA,NA,NA,38,NA,NA,NA,NA
"Hibiscus diversifolius",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Hibiscus lobatus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Hibiscus panduriformis",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Hibiscus physaloides",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Hibiscus sabdariffa",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Hibiscus sidiformis",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Hibiscus surattensis",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Hildegardia barteri",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Hippobroma longiflora",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Hiptage benghalensis",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Histiopteris incisa",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Holarrhena floribunda",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Holcus lanatus","Holcus lanatus",5,0.200770081538889,424.017643384881,63.3965306132,0.14524005707619,14.1790016950833,0.439309965586274,36.3907350328571,7.46638442744375,0.210999112413333,0.6,311.996706952604
"Holoptelea grandis",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Homolepis aturensis",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Hoslundia opposita",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Houttuynia cordata",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Hybanthus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Hydrocotyle bonariensis","Hydrocotyle bonariensis",40,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Hydrocotyle sibthorpioides",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Hydrocotyle umbellata",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Hydrolea palustris",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Hygrophila",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Hygrophila auriculata",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Hymenachne amplexicaulis",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Hyparrhenia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Hyparrhenia diplandra",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Hyparrhenia rufa",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Hypericum japonicum","Hypericum japonicum",NA,NA,NA,NA,NA,NA,NA,54.98,NA,NA,NA,NA
"Hypertelis cerviana",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Hypochaeris radicata","Hypochaeris radicata",2.1,0.261638779,414.08223343,91.512664295,0.1292048274,NA,0.4557501985625,NA,5.95645760455,0.1408956398,0.5475,151.770319367083
"Hypselodelphys violacea",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Hyptis atrorubens",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Hyptis brevipes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Hyptis capitata",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Hyptis lanceolata",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
